,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
15576,17238,CNOT7,ENSG00000198791,-0.00043400838473956854,0.4355704060516936,0.6365474102352012,783,0
2164,2309,FKBP3,ENSG00000100442,-0.00043404904667590906,0.8246455083977047,0.9077579184815723,1021,0
3506,3770,PDHX,ENSG00000110435,-0.0004347265968399663,0.521689836946325,0.70757160585514,217,0
6592,7091,BCO1,ENSG00000135697,-0.0004350287573678153,0.6193402631891562,0.780778410226604,14,0
5047,5419,DNPEP,ENSG00000123992,-0.00043577360010695185,0.5865562245868037,0.7571042161755217,435,0
12131,13143,PAIP1,ENSG00000172239,-0.0004360322586022491,0.2977932622794399,0.5035408156278198,688,0
48,53,KDM1A,ENSG00000004487,-0.0004366090611761643,0.5315174316924667,0.714901275398876,288,0
13759,15045,GPR19,ENSG00000183150,-0.0004371999142070611,0.7511530141266057,0.8666946089299041,12,0
14120,15484,ANO9,ENSG00000185101,-0.00043739453938446544,0.8094991661011288,0.9003050972619563,95,0
2305,2459,GID8,ENSG00000101193,-0.00043759281757914603,0.28600402837432837,0.4897296948505337,514,0
7628,8210,NOSIP,ENSG00000142546,-0.00043826180932148056,0.9695793978748728,0.9853143496493292,724,0
12657,13743,SMAD2,ENSG00000175387,-0.00043841765727847815,0.33430870035670557,0.5416212194891343,460,0
7796,8391,UBAP2L,ENSG00000143569,-0.00043960294427991916,0.6397267877228291,0.7942801709393899,476,0
10187,10996,PPM1L,ENSG00000163590,-0.0004397118076061209,0.8548829411237047,0.924957031754714,72,0
11658,12603,TPST1,ENSG00000169902,-0.00043988172920086444,0.6384181230265669,0.7933250975336468,195,0
6101,6572,XAF1,ENSG00000132530,-0.0004399343631709652,0.7767567836866863,0.8809400232577891,544,0
7675,8261,CYP4B1,ENSG00000142973,-0.00043994956182308466,0.7640939000082421,0.8740632894324951,249,0
3499,3763,DDX6,ENSG00000110367,-0.00044002254730108464,0.30119179370131266,0.5074398830778774,622,0
13877,15195,B3GALT5,ENSG00000183778,-0.00044028726318534817,0.770970126813556,0.8776899039683752,53,0
5316,5712,PCSK2,ENSG00000125851,-0.00044066008801261586,0.6978844218683649,0.8348877628208312,24,0
8214,8844,AGBL3,ENSG00000146856,-0.00044068285534458777,0.8941204669267767,0.9456248426583144,31,0
6385,6874,TMEM241,ENSG00000134490,-0.0004407995380461216,0.6770323439729461,0.8211302870204489,110,0
14297,15685,BICD2,ENSG00000185963,-0.00044149110236993205,0.6694436517383355,0.8152319601075176,455,0
9938,10733,GBP4,ENSG00000162654,-0.0004415277812984728,0.3612569715900604,0.5681218173784875,252,0
13846,15152,NDUFB1,ENSG00000183648,-0.00044178819690816743,0.336994290221612,0.543843758170585,1698,0
2711,2901,NIPAL2,ENSG00000104361,-0.00044191656229288683,0.76913348210212,0.8768276661310003,115,0
9601,10369,KALRN,ENSG00000160145,-0.0004420472970722537,0.9536251255223864,0.9773874775361764,76,0
9917,10712,MYSM1,ENSG00000162601,-0.0004425326316821866,0.45219211019746686,0.6511713215257519,205,0
350,376,IGF1,ENSG00000017427,-0.0004426476709982928,0.6080872767874557,0.7726635654651175,85,0
2912,3124,FGF21,ENSG00000105550,-0.00044277310371398926,0.9251498523796845,0.9625092610267448,2,0
7151,7698,ANXA3,ENSG00000138772,-0.0004430298106475238,0.816547396413833,0.9035317858117327,449,0
1287,1369,ACTL6B,ENSG00000077080,-0.00044309720396995544,0.8473135408019463,0.920945332762995,4,0
15917,17849,SCGB2B2,ENSG00000205209,-0.00044310688972473147,0.8411938357409735,0.9176992607729457,5,0
8909,9617,RMND5A,ENSG00000153561,-0.00044312115314583113,0.7356535728819811,0.8592768716805349,302,0
13914,15239,COA3,ENSG00000183978,-0.00044323958821678,0.8577604208120019,0.9263665569114625,1163,0
4716,5065,UFM1,ENSG00000120686,-0.0004434290717829738,0.7247534845152366,0.8523838933487734,855,0
8709,9397,TMEM45B,ENSG00000151715,-0.0004434667695667359,0.8122146694647294,0.9011005033499093,316,0
15511,17163,LRBA,ENSG00000198589,-0.0004436876801376659,0.5109286649944543,0.6995786391358623,211,0
5724,6157,DOHH,ENSG00000129932,-0.00044394493317947937,0.7874348899222096,0.8870014002264093,130,0
10284,11098,DNALI1,ENSG00000163879,-0.0004439895309394959,0.20715355725205065,0.398631117477286,132,0
12182,13201,TCEAL1,ENSG00000172465,-0.0004440311818688047,0.5984935129038921,0.7669895806933329,309,0
4570,4908,YLPM1,ENSG00000119596,-0.00044414901525003487,0.6802383080375876,0.8230106334954207,404,0
2398,2560,ANKRD12,ENSG00000101745,-0.0004445570807089384,0.47771248429346214,0.6727314014372023,1221,0
9358,10108,LDLRAP1,ENSG00000157978,-0.00044465484097599983,0.5206763136075281,0.7070138266706979,132,0
6844,7362,RNF38,ENSG00000137075,-0.00044469799414822243,0.9810504030386513,0.9902457804147695,164,0
9306,10050,RNF111,ENSG00000157450,-0.0004448371280910103,0.49036833480855613,0.682870699337284,157,0
6555,7053,KRT7,ENSG00000135480,-0.000444900826810297,0.6353316444173565,0.7907145882001063,1796,0
420,452,SEC63,ENSG00000025796,-0.000445780771569231,0.6587205391645661,0.8079157742147656,861,0
10753,11598,TSC1,ENSG00000165699,-0.000446066787934362,0.5613160787867622,0.7385603759785082,203,0
7734,8324,HDGF,ENSG00000143321,-0.0004463001154363155,0.1462112539254977,0.31769714470292826,1210,0
3695,3972,TPD52L1,ENSG00000111907,-0.0004466284663513577,0.3507091630658489,0.5579478328482919,652,0
1459,1552,PHLPP1,ENSG00000081913,-0.0004466940424864805,0.43092907688532855,0.6326458987498776,79,0
