,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
4646,4847,UCHL3,ENSG00000118939,-0.00016550622493415683,0.005591058568290842,0.018582137014352164,770,1
15945,17110,OGA,ENSG00000198408,-0.0001665571409333599,0.0003286656102068158,0.0014716514355927167,915,1
18079,24239,MLLT6,ENSG00000275023,-0.0001681784809933919,0.014013965024116946,0.040989003458639074,528,1
17754,21528,MRPL12,ENSG00000262814,-0.00017015132198198118,0.006583278095171196,0.02144067267372274,1547,1
4279,4464,PPP1R7,ENSG00000115685,-0.00017131186623039053,0.0015749616565724925,0.006089940306814261,1196,1
3549,3710,MTCH2,ENSG00000109919,-0.00017320831807760093,0.00017602443223075812,0.0008280102589489945,455,1
5808,6062,VPS13C,ENSG00000129003,-0.00017405880450846011,0.0019042762940784696,0.007223171313244273,669,1
4061,4239,NIT2,ENSG00000114021,-0.00017796616500750733,0.0031334352954533397,0.011228194171864849,841,1
17337,20384,EIF6,ENSG00000242372,-0.00017901470943533303,1.3756848158919604e-07,1.0258054812604712e-06,2437,1
10041,10548,SRSF2,ENSG00000161547,-0.00017905556911633055,2.5992899909616132e-11,2.801915418828462e-10,3121,1
9028,9473,UHMK1,ENSG00000152332,-0.00018132546346673933,0.004298076542350334,0.014750052682114118,853,1
3073,3205,MTPN,ENSG00000105887,-0.00018170561948750713,0.00011290299425308791,0.0005520504806998986,1382,1
4467,4658,CD48,ENSG00000117091,-0.00018195399877485852,0.006324863683543629,0.020700831996443257,734,1
4308,4494,WIPF1,ENSG00000115935,-0.00018503288210833013,0.003610078069956801,0.012715611346835326,812,1
8095,8480,MALL,ENSG00000144063,-0.00018513808636946448,0.012234127988582696,0.03652780230050272,458,1
9174,9627,CFDP1,ENSG00000153774,-0.00018533584625402,9.444559849341824e-05,0.00046981945034598935,1024,1
4427,4616,CRYZ,ENSG00000116791,-0.000185570554453457,0.007926834675004222,0.025190024367569744,573,1
10319,10836,CCDC74A,ENSG00000163040,-0.00018678966111370496,0.001796653798842541,0.006857502925807,140,1
