"Gene_Symbol"	"N"	"Beta"	"SE"	"tval"	"df"	"pval"	"ci.lb"	"ci.ub"	"adjP"
"ZHX1"	70	-0.130552538712046	0.0432505063155026	-3.01852047140662	69	0.00355743062753314	-0.216834937987225	-0.0442701394368673	0.0122742146803453
"ZHX1-C8orf76"	60	-0.0342798820389629	0.0826525365538435	-0.414746884587522	59	0.679831432981933	-0.199667225670475	0.13110746159255	0.783255640492663
"ZHX2"	65	0.305441729523459	0.107806654636924	2.83323632063476	64	0.00615605406927433	0.0900731786224909	0.520810280424428	0.0196508262145119
"ZHX3"	70	-0.0848346698322191	0.0434296929022589	-1.95337945453919	69	0.0548306324668029	-0.171474536567096	0.00180519690265754	0.122767042432484
"ZIC2"	48	0.201360191968366	0.0732140714254625	2.7502935985928	47	0.00842670195886014	0.054072478306658	0.348647905630074	0.0257360736405667
"ZIC5"	37	-0.329684025605377	0.103795137193251	-3.17629548474468	36	0.00305594519509986	-0.540190320677952	-0.119177730532802	0.0107410832384258
"ZKSCAN1"	70	0.277730109270027	0.0455038937105886	6.10343613749695	69	5.36437586021204e-08	0.186952325142561	0.368507893397493	7.17254884455837e-07
"ZKSCAN2"	69	0.0803329874499394	0.0518358486226181	1.54975735103306	68	0.125841698965017	-0.0231038380107956	0.183769812910674	0.236302418807187
"ZKSCAN3"	68	0.0655327346349095	0.0559873807379094	1.17049116731651	67	0.24594986739705	-0.0462185450379527	0.177284014307772	0.38965113161989
"ZKSCAN4"	69	0.0283444313781589	0.0574302158511165	0.493545618070454	68	0.623217437689599	-0.0862557800780539	0.142944642834372	0.740234762390365
"ZKSCAN5"	70	-0.119784563618909	0.0463805297621453	-2.58264759443679	69	0.0119286614158873	-0.212311188818145	-0.0272579384196721	0.0345658481420263
"ZKSCAN8"	68	0.217409162107977	0.0500335184010495	4.34527031189989	67	4.8310588282123e-05	0.117541841398204	0.31727648281775	0.000282527147185355
"ZMAT2"	70	-0.14703118441879	0.0405436683553745	-3.62648942197405	69	0.000545905751216157	-0.227913589715972	-0.0661487791216068	0.00238983251894154
"ZMAT3"	70	0.068215824599853	0.0739936481888422	0.921914600368894	69	0.359785494895458	-0.0793974646015358	0.215829113801242	0.512573015271101
"ZMAT5"	69	-0.0273316549874433	0.0556006250881162	-0.491571002018915	68	0.624605674495166	-0.138280974918858	0.0836176649439714	0.741107412230638
"ZMIZ1"	70	0.404236507261263	0.0790024283602279	5.11676053067714	69	2.67065825330155e-06	0.246630975021688	0.561842039500838	2.2006144641432e-05
"ZMIZ2"	70	0.0763722869775928	0.0449103928937034	1.70054818176174	69	0.0935312235125155	-0.0132214954163654	0.165966069371551	0.187552847582229
"ZMPSTE24"	70	-0.511428631306603	0.0667120827471	-7.66620693353837	69	8.1484348610044e-11	-0.644515594915185	-0.378341667698022	2.71802379077894e-09
"ZMYM1"	67	-0.15697297268013	0.0495352662122939	-3.16891347686291	66	0.00231928579406154	-0.255873322682927	-0.0580726226773332	0.00845419660311841
"ZMYM2"	70	0.388958413010704	0.0524780283613187	7.41183358362228	69	2.3730313317337e-10	0.284267610937424	0.493649215083985	6.66311151905278e-09
"ZMYM3"	70	0.286815906327862	0.0495596172028191	5.78729059092787	69	1.9203384602789e-07	0.187947175214628	0.385684637441096	2.14919009716985e-06
"ZMYM4"	70	0.00704764660513598	0.0390780668342338	0.18034788248435	69	0.857408107336685	-0.070910963657073	0.085006256867345	0.910785683217237
"ZMYM5"	70	0.128118467383929	0.0520762828418558	2.46020761068904	69	0.0163938378491726	0.024229125692741	0.232007809075117	0.0453483116561101
"ZMYM6"	69	0.0449707059102193	0.0493446414058882	0.911359463336844	68	0.365325527009963	-0.0534949929477773	0.143436404768216	0.518675849623438
"ZMYND11"	69	-0.228803424528707	0.114084410405553	-2.00556258050811	68	0.0488842835059591	-0.45645532105348	-0.00115152800393475	0.111823365652179
"ZMYND15"	24	0.277348560361494	0.204266400466859	1.35777866417386	23	0.187706739807492	-0.145208683517179	0.699905804240166	0.3198671661988
"ZMYND19"	70	-0.476237303759824	0.0706201567457729	-6.74364552140888	69	3.86464168982277e-09	-0.617120661673959	-0.33535394584569	7.24644817951383e-08
"ZMYND8"	70	0.425133190324749	0.0668304567125957	6.36136892125448	69	1.87141895469857e-08	0.291810077116434	0.558456303533065	2.88276494813359e-07
"ZNF100"	65	-0.106056426436269	0.0600021895057824	-1.76754260652518	64	0.0819042691712161	-0.22592457973596	0.0138117268634227	0.169240847578567
"ZNF101"	69	0.012969821512599	0.0518822902270032	0.249985524074814	68	0.803352230077048	-0.0905596767268121	0.11649931975201	0.873998683975138
"ZNF106"	66	0.077926158076575	0.0977323100431472	0.797342844369195	65	0.428155065748215	-0.117258743185315	0.273111059338465	0.578983992561664
"ZNF107"	69	-0.136136742327365	0.0591153325148528	-2.30290072872652	68	0.0243499641600477	-0.254099551731898	-0.0181739329228317	0.0632963616662014
"ZNF114"	63	0.23830016340052	0.106002391906851	2.2480640211395	62	0.0281378297250645	0.026404401241316	0.450195925559725	0.0712753453584707
"ZNF117"	62	0.0609326786189536	0.0898779633636926	0.677949035987704	61	0.500367603069896	-0.118789416694397	0.240654773932304	0.641643783749361
"ZNF12"	70	0.443716738422236	0.061067005209154	7.26606351339007	69	4.37307454798723e-10	0.321891396365904	0.565542080478568	1.12013325200292e-08
"ZNF121"	70	-0.148439824080028	0.0497767570017678	-2.98211119046499	69	0.00395350231300197	-0.247741737239612	-0.0491379109204444	0.0134462723561806
"ZNF124"	69	-0.151166119265989	0.0552877889905837	-2.73416828608818	68	0.0079660956043366	-0.261491184484148	-0.0408410540478302	0.0245626817758402
"ZNF131"	70	0.0207677130831864	0.0423340820080639	0.490567223808715	69	0.625289058478762	-0.0636864697215745	0.105221895887947	0.74164056759576
"ZNF133"	69	0.216979468576253	0.0541060799601201	4.01026037621246	68	0.000153266666038654	0.109012467014374	0.324946470138131	0.000785890241809852
"ZNF134"	68	0.0536769254155598	0.0501283608581734	1.07078955897693	67	0.288106312692947	-0.0463797016309491	0.153733552462069	0.437454598408855
"ZNF138"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZNF14"	63	0.0992888552591495	0.0640306928470109	1.55064471184751	62	0.126076792512633	-0.0287066759579381	0.227284386476237	0.236604813579854
"ZNF142"	69	-0.263200165101838	0.0432363517554679	-6.0874739522525	68	5.97629348277114e-08	-0.349476961738246	-0.176923368465429	7.8348783708528e-07
"ZNF143"	68	0.147975206926687	0.0575202187281483	2.57257726411032	67	0.012316130845399	0.0331643698199408	0.262786044033433	0.0355215725409753
"ZNF146"	70	-0.042045290695914	0.0392067871940441	-1.07239826838709	69	0.287277639687867	-0.120260691049757	0.0361701096579293	0.436562487116853
"ZNF148"	70	0.112927208825011	0.0416186234970501	2.71338163870352	69	0.00840328012521579	0.0299003266964963	0.195954090953525	0.0256748297820567
"ZNF16"	69	0.14372983399305	0.057827872723859	2.48547676445565	68	0.0154019197704788	0.0283361106019104	0.25912355738419	0.0430717832008019
"ZNF160"	67	0.917053434290559	0.0759550105869726	12.0736397402049	66	2.29091507490723e-18	0.765404362711463	1.06870250586965	1.18179251608354e-15
"ZNF165"	49	0.169645465180594	0.0904140656042219	1.87631718634575	48	0.0666988596998418	-0.0121441977013722	0.35143512806256	0.143670043295969
"ZNF169"	53	-0.0935996455803001	0.0815988552644272	-1.14707057197045	52	0.256602982871664	-0.257339727793354	0.0701404366327538	0.402031880637043
"ZNF174"	69	-0.239317949492694	0.0553704732443905	-4.3221221613261	68	5.16443705103787e-05	-0.349808008570443	-0.128827890414945	0.000299496843571561
"ZNF175"	68	0.261908567540821	0.0914666801803035	2.86343143781466	67	0.00558950688702291	0.0793403097859747	0.444476825295666	0.0180580311342765
"ZNF18"	66	-0.0415658057341111	0.0602540774704343	-0.689842206189395	65	0.49274907598225	-0.161901507985504	0.0787698965172818	0.635105171611754
"ZNF180"	68	-0.126664202922448	0.0560558720508198	-2.25960632291323	67	0.0271025574625765	-0.238552191828057	-0.014776214016838	0.0692454422523464
"ZNF181"	68	0.0536733691217775	0.0592550936451348	0.905801777028909	67	0.368286746686153	-0.0646002928124628	0.171947031056018	0.521610256558913
"ZNF182"	67	0.103145525987098	0.0576828895511944	1.78814769491661	66	0.0783422447754605	-0.0120220788731732	0.218313130847369	0.163233860004627
"ZNF184"	66	0.0543720323093026	0.0532078183630262	1.02188050519819	65	0.310625754957662	-0.0518913187663333	0.160635383384938	0.462002178923887
"ZNF185"	65	0.271536670813626	0.0747987117154579	3.63023191958947	64	0.000563906879970718	0.122109066314896	0.420964275312357	0.00245941455200756
"ZNF189"	69	0.00829243776802713	0.0504240855807666	0.164453904766299	68	0.869861700419909	-0.0923272584041523	0.108912133940207	0.918254044577853
"ZNF19"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZNF195"	69	-0.231664269932294	0.049519443881033	-4.67824861864062	68	1.42259260797871e-05	-0.330478781698579	-0.132849758166009	9.62658609828668e-05
"ZNF197"	70	0.145076325472167	0.0489955791259796	2.96100848403364	69	0.00420141344199743	0.0473328195342702	0.242819831410064	0.014172103553891
"ZNF2"	67	0.231084374134738	0.059469349312952	3.8857727014748	66	0.000239023289533536	0.112349987278252	0.349818760991224	0.00115840389085272
"ZNF200"	69	-0.218848125794856	0.0540300895595472	-4.05048608245709	68	0.000133513787001588	-0.326663490873305	-0.111032760716408	0.000694559761554694
"ZNF202"	68	-0.268263221616697	0.063476077208963	-4.22620983230542	67	7.35186729851013e-05	-0.394962002006542	-0.141564441226853	0.000408822061708578
"ZNF204P"	47	0.276669230582269	0.0941279397675662	2.93928913418757	46	0.00513036379663751	0.0871995148887819	0.466138946275756	0.0168097089714938
"ZNF205"	68	0.0978522254954036	0.0559965592422675	1.74746853770155	67	0.0851378535967111	-0.0139173745488348	0.209621825539642	0.174750748052371
"ZNF207"	70	-0.261651371174973	0.0490404043309891	-5.33542442694814	69	1.14599627803146e-06	-0.359484300950084	-0.163818441399861	1.03461495479421e-05
"ZNF211"	66	0.0713351158055343	0.0570304495270805	1.25082506620716	65	0.215482057884306	-0.042562556877635	0.185232788488704	0.353644231174854
"ZNF212"	69	0.0510540261623579	0.0515905675593214	0.989600009801276	68	0.325877973835093	-0.0518933485571004	0.154001400881816	0.47744610687599
"ZNF213"	65	0.0288665549540375	0.0584161993885402	0.494153252970792	64	0.622889809846739	-0.0878332188569843	0.145566328765059	0.739942256842519
"ZNF215"	63	0.0641268815196993	0.0931216029184164	0.688635928828252	62	0.493621261754009	-0.122020550334707	0.250274313374106	0.635930933606796
"ZNF217"	70	0.236684919013021	0.0437682803249661	5.40768148201638	69	8.64063239460628e-07	0.149369588851601	0.32400024917444	8.11115140825885e-06
"ZNF219"	69	0.0938022437545002	0.068599324304144	1.36739311510731	68	0.176005007041429	-0.0430855766114993	0.2306900641205	0.305297393352595
"ZNF22"	59	0.104850413801576	0.0762232052986517	1.3755707778328	58	0.174243986665221	-0.0477269089423273	0.257427736545479	0.302947987455017
"ZNF224"	68	0.245813156782077	0.0534299748338199	4.60066016401122	67	1.92724430732454e-05	0.139166480658411	0.352459832905743	0.000125661767269467
"ZNF225"	65	-0.0370210404034075	0.0632807304697832	-0.585028651353594	64	0.560585475806897	-0.163438832209779	0.0893967514029635	0.691759309183152
"ZNF226"	70	0.161376700423462	0.0591055588210474	2.73031341962367	69	0.00802408181452538	0.0434643368460621	0.279289064000861	0.0247174257477853
"ZNF227"	70	0.00728248403295247	0.0509765482059853	0.142859496949961	69	0.886817507967228	-0.094412947088571	0.108977915154476	0.928421085601711
"ZNF23"	68	0.303603099545438	0.0536967808143451	5.65402794992751	67	3.50557485169031e-07	0.19642387645574	0.410782322635136	3.62351637279565e-06
"ZNF232"	68	-0.179364363634667	0.0579419814986868	-3.09558560124031	67	0.00286645959634468	-0.295017042754825	-0.0637116845145092	0.01016527686109
"ZNF236"	68	0.116488541965436	0.049305190630502	2.36260199942057	67	0.0210586360794973	0.0180749695701446	0.214902114360728	0.0560502358429817
"ZNF239"	55	-0.498266192976076	0.111936911485358	-4.45131267572315	54	4.31595364136086e-05	-0.722686188396811	-0.273846197555341	0.000256185399177593
"ZNF24"	70	0.0108337544599038	0.0392377138975208	0.276105648973304	69	0.783292221073061	-0.0674433429792448	0.0891108518990524	0.859961891097964
"ZNF248"	69	0.215712169893761	0.050494642590933	4.27198131970726	68	6.16830050389152e-05	0.1149516793999	0.316472660387622	0.000350474492257484
"ZNF25"	68	0.342882188190202	0.0593993933301121	5.77248636673164	67	2.19554328093833e-07	0.224320502879264	0.461443873501141	2.39790945631581e-06
"ZNF250"	67	0.292446624863459	0.0553355405914936	5.28496914889478	66	1.52111516535679e-06	0.181965653414991	0.402927596311926	1.33154603780364e-05
"ZNF251"	69	0.26543139635133	0.0523721820002164	5.06817524521382	68	3.29791482257017e-06	0.160924334298709	0.369938458403951	2.65051980413954e-05
"ZNF252P"	70	0.00398826490647761	0.0714771999871109	0.0557977216118817	69	0.955664206829782	-0.138604847492512	0.146581377305468	0.973967917983482
"ZNF254"	66	0.0645772340791577	0.0564720559302399	1.14352546609831	65	0.257014581186079	-0.0482052495839579	0.177359717742273	0.402619875697005
"ZNF26"	69	0.132101560155991	0.0498108389030927	2.65206455191401	68	0.00994702929618653	0.0327055786764128	0.23149754163557	0.0295612277395511
"ZNF263"	69	0.00189669391107737	0.0457576210990922	0.0414508854594935	68	0.967057915159182	-0.0894112173682999	0.0932046051904546	0.980898928806117
"ZNF264"	70	0.286300158004174	0.0521581313978971	5.4890800404655	69	6.27640466375342e-07	0.182247532911378	0.39035278309697	6.03220139737341e-06
"ZNF267"	70	-0.0320274715812625	0.0508247473510567	-0.630155057339339	69	0.530674548229303	-0.133420068283237	0.0693651251207118	0.666523232280369
"ZNF268"	70	-0.0686208084267248	0.0463496200200613	-1.48050422844942	69	0.143290655015662	-0.161085770377709	0.0238441535242592	0.261207111664134
"ZNF271P"	70	-0.172347049152087	0.0455171558426237	-3.78641955898957	69	0.000322726863993532	-0.26315129050905	-0.0815428077951229	0.00150805293808817
"ZNF273"	60	-0.0872106667016957	0.0652728022881014	-1.33609502954638	59	0.186648860898692	-0.217821242395056	0.0433999089916644	0.318553899550264
"ZNF274"	67	0.103254445943989	0.0524680654432668	1.96794840960234	66	0.0532777500951753	-0.00150142665129926	0.208010318539277	0.119943880301551
"ZNF275"	69	0.126760200564701	0.0492956234379804	2.57142909905948	68	0.012319304520145	0.0283923155387465	0.225128085590656	0.03552610671683
"ZNF276"	70	-0.167315169661331	0.0483208157811726	-3.46258992023315	69	0.000923005724851274	-0.263712559558223	-0.0709177797644394	0.00378239663562737
"ZNF277"	69	0.365794095263383	0.0556544272634446	6.57259652555344	68	8.27920070403026e-09	0.254737414762657	0.476850775764109	1.41486309720184e-07
"ZNF280B"	57	0.0778874222677903	0.0703607519752589	1.10697256753563	56	0.273038242073029	-0.0630621010978043	0.218836945633385	0.421089778604181
"ZNF280C"	65	-0.171377841891378	0.0557739718987803	-3.07272077022591	64	0.00311450737343508	-0.282799159492653	-0.0599565242901032	0.0109123365278055
"ZNF280D"	69	-0.0266647953287788	0.0518060848263425	-0.51470392750506	68	0.608428907199598	-0.130042228058764	0.0767126374012067	0.729049806584999
"ZNF281"	70	-0.0281457424760003	0.0497865946356317	-0.565327728919558	69	0.573684554950628	-0.127467281178156	0.0711757962261558	0.701707791448295
"ZNF282"	70	0.138102128591231	0.046270328918649	2.98468007076495	69	0.0039242680832851	0.0457953480594682	0.230408909122994	0.0133591336131722
"ZNF283"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZNF286A"	69	0.0103027715404908	0.0484320656196036	0.212726246726933	68	0.832176918206935	-0.0863419106883998	0.106947453769381	0.893176077361709
"ZNF292"	69	1.0308619970588	0.0688445721667872	14.9737584912485	68	3.24520742345756e-23	0.893484792202394	1.1682392019152	5.90988780742642e-20
"ZNF296"	45	0.0883416397698756	0.155311205459217	0.568804031291053	44	0.572381221295138	-0.224667527660403	0.401350807200155	0.700698268551389
"ZNF3"	69	0.0140386997670989	0.0485628086873017	0.289083357132302	68	0.773397094786046	-0.0828668761913831	0.110944275725581	0.852616388675715
"ZNF302"	66	-0.0803910757828137	0.0688351428523192	-1.16787838960815	65	0.247121863803992	-0.217864349002759	0.0570821974371318	0.390817519861382
"ZNF304"	69	0.0729615376960912	0.0521510710868267	1.39904197891961	68	0.166345282579735	-0.0311043043984607	0.177027379790643	0.292614675510204
"ZNF316"	70	0.0225679275959516	0.0452742498479067	0.498471596365834	69	0.619736980868169	-0.0677517295605493	0.112887584752453	0.737777368626508
"ZNF317"	70	-0.016989272531194	0.0446004743774781	-0.380921341495262	69	0.704431932660636	-0.105964784402152	0.0719862393397638	0.802883009468618
"ZNF318"	70	0.0783400351818296	0.0448700837381493	1.74593022021092	69	0.085274040122586	-0.0111733326470692	0.167853403010728	0.174981383718705
"ZNF319"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZNF32"	69	0.0379839136405397	0.0572143086867223	0.66388836136291	68	0.509006530688351	-0.0761854617770512	0.152153289058131	0.648514474987071
"ZNF320"	67	0.0435816811935863	0.056555843733506	0.770595544448871	66	0.443696505176263	-0.0693357040885588	0.156499066475731	0.592753305096354
"ZNF322"	70	0.0766167582924264	0.0448764363520135	1.70728258570801	69	0.0922659896429177	-0.0129092826543747	0.166142799239228	0.185619824257138
"ZNF324"	69	-0.0192873440817037	0.0535497300237324	-0.360176308510908	68	0.719831614343439	-0.126144166630518	0.0875694784671103	0.81449218880668
"ZNF324B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZNF326"	70	-0.13302622324067	0.063703851575919	-2.08819749434044	69	0.0404727945276907	-0.260111929866721	-0.00594051661461797	0.0960287193509818
"ZNF329"	69	0.00260654569700546	0.0563598342416017	0.0462482853627958	68	0.963247912431406	-0.109857752512647	0.115070843906658	0.978877823194994
"ZNF330"	70	-0.0925682552056264	0.049067324182474	-1.88655600744355	69	0.0634283905032489	-0.190454888615033	0.00531837820378055	0.138032329526344
"ZNF333"	67	0.142635176953039	0.0609062728752812	2.34187991186253	66	0.0222142702061759	0.0210318796392519	0.264238474266825	0.0585013583893379
"ZNF335"	70	-0.110183872844239	0.0455546965107251	-2.41871598943258	69	0.0182176393534104	-0.201063005784912	-0.0193047399035667	0.0496076204440646
"ZNF337"	69	0.296998179426516	0.0731399824883149	4.06068157691951	68	0.000128910815588167	0.151049616725761	0.442946742127272	0.000674569405844943
"ZNF33A"	70	0.282300351371857	0.0463544825559391	6.09003349419738	69	5.66445677659993e-08	0.189825688927218	0.374775013816496	7.48410502777185e-07
"ZNF33B"	69	0.255611386296502	0.0624264968729248	4.09459763242561	68	0.0001146730521073	0.131041251288579	0.380181521304426	0.000606988204514712
"ZNF34"	68	0.211299456556819	0.058030753422972	3.64116341927717	67	0.000529560403733201	0.0954695879341847	0.327129325179453	0.00232700255063587
"ZNF341"	65	-0.0590423712171588	0.0658407479960708	-0.896745146648125	64	0.373215768516838	-0.190574385951368	0.0724896435170501	0.526700100346132
"ZNF343"	70	-0.0045892486683828	0.0507745538801294	-0.0903848151815826	69	0.92824328957562	-0.105881712135662	0.0967032147988967	0.955732113320015
"ZNF346"	70	-0.185384211087928	0.0514295307435523	-3.6046257550419	69	0.000585993518038224	-0.287983317645894	-0.0827851045299615	0.0025447353596562
"ZNF35"	64	-0.414232102707287	0.0671355703161216	-6.17008391761313	63	5.4419434647098e-08	-0.548391834715245	-0.280072370699329	7.25004143748906e-07
"ZNF350"	66	0.411071586746078	0.0737198158627742	5.57613420401467	65	5.10898862165515e-07	0.263842947886854	0.558300225605302	5.03678158246909e-06
"ZNF354A"	65	-0.019615371277149	0.0568008341586756	-0.345335972044929	64	0.730974277221862	-0.133088082065917	0.0938573395116186	0.822526830890039
"ZNF354B"	59	-0.0840104713171299	0.0618971296861198	-1.35725956507429	58	0.179957010498976	-0.207911038028241	0.0398900953939812	0.310409148846847
"ZNF358"	69	0.44250558105011	0.0641526224142345	6.89770058335019	68	2.16704817272892e-09	0.314491016152755	0.570520145947465	4.35411798618414e-08
"ZNF362"	69	0.0532597369238318	0.0668165996877075	0.797103372107548	68	0.428165492516611	-0.0800707118567735	0.186590185704437	0.578983992561664
"ZNF367"	68	-0.888847061902429	0.153892851164096	-5.77575277330234	67	2.16731076686043e-07	-1.19601847845074	-0.581675645354123	2.36940795616057e-06
"ZNF37A"	70	0.104541294870286	0.046588701285782	2.24391949088715	69	0.0280490335731624	0.0115993788444141	0.197483210896157	0.0711148317201838
"ZNF37BP"	66	-0.128344238578238	0.0694492497374953	-1.84802915889451	65	0.0691484445363525	-0.267043967938373	0.0103554907818974	0.147741359728893
"ZNF383"	69	0.168599284998245	0.0566657137737763	2.97533153242074	68	0.00404922860284918	0.0555246136853779	0.281673956311112	0.0137198082276501
"ZNF384"	68	0.0731187001128444	0.0432659510363317	1.68998250036026	67	0.0956795010464063	-0.0132404996005231	0.159477899826212	0.190791324362764
"ZNF385A"	64	0.431356375687081	0.0985686165827195	4.37620401545438	63	4.63313341707499e-05	0.23438271294965	0.628330038424511	0.000272532923515135
"ZNF385B"	19	0.188519581397537	0.132929947276913	1.41818743826643	18	0.173217263751932	-0.0907558746446095	0.467795037439684	0.301707789473537
"ZNF394"	70	-0.0233618252679798	0.0505474640858096	-0.462176010023384	69	0.645409149311995	-0.124201256991264	0.077477606455304	0.756644244492292
"ZNF395"	70	1.57406632669827	0.111631881800937	14.1005087552421	69	5.28446191751576e-22	1.35136681591969	1.79676583747684	5.86099671271673e-19
"ZNF397"	69	0.188012416141661	0.0493525819620103	3.80957608836729	68	0.000301740249885295	0.0895308721506249	0.286493960132698	0.00142015748418324
"ZNF398"	70	-0.100059141247124	0.0486323190634284	-2.05746185199646	69	0.0434229225092949	-0.197077963188743	-0.00304031930550512	0.101700693390474
"ZNF407"	67	-0.0286654019358446	0.0505312993442215	-0.567280127522046	66	0.572448400871717	-0.129554396249946	0.0722235923782563	0.700736737935899
"ZNF408"	69	0.0446569113056017	0.0614762967749714	0.726408610282177	68	0.470081439877415	-0.0780171289282145	0.167330951539418	0.615031973794686
"ZNF41"	66	-0.0200646214283471	0.0523482723268863	-0.383290995795516	65	0.702754756887182	-0.1246113405312	0.0844820976745056	0.801490533383272
"ZNF410"	70	-0.166793310917426	0.0428121495326402	-3.89593404531725	69	0.000223560986013039	-0.252201212338452	-0.0813854094964001	0.00109109566374945
"ZNF414"	68	0.0893856676214129	0.0622287693644148	1.43640423126426	67	0.155540455284292	-0.0348234758906725	0.213594811133498	0.278398965473749
"ZNF417"	66	0.00112572417409656	0.0642782459042984	0.0175132995348475	65	0.986080770430891	-0.127246797406321	0.129498245754514	0.992240557405039
"ZNF426"	70	0.155441289101643	0.0464916464799456	3.3434240529359	69	0.00134014380179811	0.0626929921156889	0.248189586087597	0.00524379428673234
"ZNF428"	68	-0.0298554062069397	0.0487115761583501	-0.612901666533775	67	0.542016273920475	-0.127084119156746	0.0673733067428667	0.676198341928123
"ZNF430"	70	0.0688502429660108	0.0547709349426656	1.25705801878466	69	0.212971165890116	-0.0404147825789966	0.178115268511018	0.350558504138806
"ZNF431"	70	0.0277278123605881	0.0488340297440985	0.567796933939062	69	0.572015868523354	-0.0696934113786118	0.125149036099788	0.700439193794371
"ZNF436"	68	0.337840488285672	0.0581911125247046	5.80570595109767	67	1.9245804842809e-07	0.221690541556335	0.453990435015008	2.14959941099289e-06
"ZNF436-AS1"	59	0.706951722970723	0.122059499801774	5.79186154390947	58	2.99589260489935e-07	0.462623088111489	0.951280357829957	3.14952084179514e-06
"ZNF438"	68	0.130418722492526	0.0755670947030944	1.72586656937052	67	0.0889807768182079	-0.0204138298242708	0.281251274809323	0.1807979840049
"ZNF440"	67	-0.0126065286862547	0.0549398574009345	-0.229460527978005	66	0.819220615077089	-0.122297493155274	0.097084435782765	0.884241098504035
"ZNF444"	69	0.0784017447888118	0.0516290615645482	1.51855839352787	68	0.133509625713067	-0.0246224435221227	0.181425933099746	0.247328421376921
"ZNF445"	67	0.0518371397443926	0.0468932528688731	1.10542853338291	66	0.272987349368633	-0.041788260422533	0.145462539911318	0.421069841019054
"ZNF446"	69	0.237407780523469	0.0605778118106456	3.91905507028811	68	0.000208999071167339	0.116526639121322	0.358288921925617	0.00103183115883239
"ZNF449"	68	0.375300912259261	0.0779191344954233	4.81654364732843	67	8.70478622902311e-06	0.219773668867975	0.530828155650547	6.23875825952151e-05
"ZNF45"	69	-0.156678072492628	0.0522086249075307	-3.00099979208663	68	0.00376000037290787	-0.26085876144828	-0.0524973835369764	0.0128849572488556
"ZNF451"	70	0.136871520930215	0.0411915667299162	3.32280444265814	69	0.00142834130752723	0.0546965937412846	0.219046448119145	0.00554003617478038
"ZNF460"	66	0.335566205501334	0.0921454766873458	3.64170025013737	65	0.000538377975257152	0.151538980922184	0.519593430080484	0.00236121903161369
"ZNF462"	67	0.0955163121093635	0.059151694083235	1.61476883443031	66	0.111131821748972	-0.0225838556179754	0.213616479836702	0.214657442531845
"ZNF467"	53	0.68813018730162	0.186037831294621	3.69887233426116	52	0.000522949233075764	0.314817967513663	1.06144240708958	0.00230074726322165
"ZNF468"	66	-0.0802337372752281	0.054573887256462	-1.47018549179356	65	0.146335745453937	-0.18922531632342	0.0287578417729634	0.265523067947585
"ZNF473"	69	-0.225411866542012	0.064233371470376	-3.50926413143315	68	0.000801958639771542	-0.353587563672139	-0.0972361694118842	0.00334569241064742
"ZNF48"	68	-0.01730903664951	0.0777465000786003	-0.22263428748575	67	0.824497460224793	-0.172491700302625	0.137873627003605	0.888078898725102
"ZNF480"	70	-0.10570514975639	0.0496902219362173	-2.12728270548024	69	0.0369732569635291	-0.204834430183707	-0.00657586932907188	0.0893010437679664
"ZNF483"	66	0.079510236240283	0.061794818158118	1.28668128833773	65	0.202769127222172	-0.0439025376454849	0.202923010126051	0.338207743442531
"ZNF484"	66	0.0944517217482733	0.0578208742349364	1.63352289286563	65	0.107194072303592	-0.0210245380826848	0.209927981579231	0.208888598070656
"ZNF485"	58	-0.368222083855264	0.0865185893802911	-4.25598806560229	57	7.84679757555943e-05	-0.541472570675879	-0.194971597034649	0.000433950794866765
"ZNF488"	45	-0.114489314818582	0.156850293007915	-0.729927325113794	44	0.469303085123065	-0.430600309388738	0.201621679751573	0.614417814684521
"ZNF490"	68	0.184204264853948	0.0549522613309871	3.35207797445229	67	0.00132194154310612	0.0745190921647166	0.293889437543179	0.00518171184116982
"ZNF496"	69	0.15536539766742	0.0434376860440618	3.57674203708324	68	0.000646370245191271	0.0686868447132908	0.242043950621549	0.00277165760271269
"ZNF500"	69	-0.0126013199705668	0.0539039614111358	-0.233773541696762	68	0.815863154604345	-0.120165000247481	0.0949623603063479	0.882115251288437
"ZNF503"	68	0.08556817499096	0.105139755234837	0.81385176139927	67	0.418612935977912	-0.124291654797949	0.295428004779869	0.570618333795984
"ZNF503-AS1"	16	0.256486247860424	0.216808222195896	1.18300978285167	15	0.255217052268309	-0.205629538812641	0.71860203453349	0.40036949458385
"ZNF503-AS2"	54	0.0297524889889826	0.140393948505503	0.211921448934934	53	0.832981191069814	-0.251842110992793	0.311347088970758	0.893804820447653
"ZNF507"	70	-0.151752364162063	0.0462068420619804	-3.28419682865379	69	0.00160836679980277	-0.243932491880195	-0.0595722364439305	0.00614693183205118
"ZNF510"	69	0.0246763372274585	0.05127713000865	0.481234757547776	68	0.631894630653414	-0.0776455825976915	0.126998257052609	0.746720297115446
"ZNF511"	70	0.0644870871131755	0.0637169983446492	1.01208608045785	69	0.315032853113566	-0.0626248465988779	0.191599020825229	0.466773011005618
"ZNF512"	68	-0.061053294155245	0.0447107102600969	-1.36551832435848	67	0.176657280203738	-0.150296245348803	0.0281896570383129	0.30611763061318
