,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
1437,1886,CHRD,ENSG00000090539,0.0002785921096801758,0.949743651566954,0.9933870656918616,1,0
5112,7146,MFSD9,ENSG00000135953,0.00027650346358617145,0.9775748667596013,0.99706180745671,3,0
8754,12790,KIF5B,ENSG00000170759,0.00027629415340283336,0.9416283060462762,0.9921168999622909,34,0
10560,16541,TSC22D2,ENSG00000196428,0.0002759950743480162,0.9238801749560566,0.9917673423230587,11,0
4148,5737,ZNF436,ENSG00000125945,0.0002751350402832031,0.9501850098129474,0.9933870656918616,1,0
3592,4900,DENND1A,ENSG00000119522,0.00027495622634887695,0.9300052415028346,0.9920616890065658,3,0
521,691,HOMER3,ENSG00000051128,0.0002746111048119409,0.8072516397927678,0.9679928659668962,7,0
1091,1415,ACER3,ENSG00000078124,0.00027455886205037433,0.8511931676009921,0.9770271867708935,3,0
9501,14197,MLF1,ENSG00000178053,0.00027374550700187683,0.979159525004783,0.99706180745671,8,0
301,418,GABRA1,ENSG00000022355,0.0002702772617340088,0.9506815561008751,0.9933870656918616,1,0
8347,12123,NDUFV1,ENSG00000167792,0.0002698219484753079,0.8042148457818526,0.9668197516017625,9,0
1295,1693,EPDR1,ENSG00000086289,0.00026869773864746094,0.9508470757952788,0.9933870656918616,1,0
7474,10744,ARPC5,ENSG00000162704,0.0002663900723328462,0.9605551662791277,0.9961186802462791,37,0
9581,14348,MRFAP1,ENSG00000179010,0.00026615291833877565,0.9585233346402181,0.995704158861903,25,0
10935,17238,CNOT7,ENSG00000198791,0.00026584602892398834,0.8598457171143714,0.9781976939051849,10,0
5056,7063,CD164,ENSG00000135535,0.00026528995770674484,0.9965665504724305,0.9992534654374349,26,0
8103,11728,PCBD1,ENSG00000166228,0.00026212390512228014,0.6186498338235578,0.925393397017532,10,0
5627,7872,STON2,ENSG00000140022,0.0002618047541805676,0.8720043872777962,0.9810602230321046,14,0
986,1274,LMAN1,ENSG00000074695,0.0002614120776588852,0.9121611757630084,0.9896116325819386,37,0
5244,7323,USP20,ENSG00000136878,0.0002605915069580078,0.9517712661971283,0.9939090344449231,1,0
9759,14764,SIAH2,ENSG00000181788,0.00025985752128892473,0.5829515565362391,0.9193118814745213,18,0
1028,1333,KIFAP3,ENSG00000075945,0.00025762651454318654,0.912055954125428,0.9896116325819386,11,0
8389,12189,SAC3D1,ENSG00000168061,0.0002571676547328631,0.480601447537398,0.8911798273233102,6,0
5543,7739,ZCRB1,ENSG00000139168,0.00025564336007641205,0.9796596579154238,0.99706180745671,31,0
8739,12763,HSPA4,ENSG00000170606,0.0002549996392594443,0.5703894191912635,0.9158470455550638,9,0
11597,20923,AGAP2-AS1,ENSG00000255737,0.000252226988474528,0.9571511369182003,0.9950390590979149,3,0
10234,15784,KRT10,ENSG00000186395,0.0002515472901555208,0.9435133590750288,0.9921168999622909,52,0
11400,20018,ZNF736,ENSG00000234444,0.0002515241503715515,0.9610236757149196,0.9961873759744042,3,0
10801,17012,SIRPA,ENSG00000198053,0.0002479255199432373,0.9827441635240909,0.99706180745671,2,0
990,1281,MYDGF,ENSG00000074842,0.0002465826960710379,0.8612225721636751,0.9781976939051849,26,0
5373,7504,LRRC49,ENSG00000137821,0.00024331857760747275,0.9368350360139434,0.9921168999622909,3,0
11470,20376,ARFGAP3,ENSG00000242247,0.00024016412834708506,0.9769391396902614,0.99706180745671,26,0
9694,14614,HOXC9,ENSG00000180806,0.00023822486400604248,0.9218465050319763,0.9915307126072532,3,0
11648,21409,,ENSG00000262145,0.00023797154426574707,0.9539647515292262,0.9945277988593734,1,0
5084,7105,EGLN1,ENSG00000135766,0.0002347376374971299,0.8032568698477061,0.9663302060610581,21,0
6372,8984,CDKN2B,ENSG00000147883,0.0002341878910859426,0.8072966374487941,0.9679928659668962,6,0
7468,10735,HFM1,ENSG00000162669,0.00023353099822998047,0.9543786562977562,0.9945594340697361,1,0
542,720,TRAPPC3,ENSG00000054116,0.00023252610117197037,0.7830508260611336,0.9622131157821234,18,0
3296,4498,ORC4,ENSG00000115947,0.00023213428046022142,0.9972056088837749,0.9992534654374349,7,0
9013,13272,RPL38,ENSG00000172809,0.00023211201769299806,0.8566180451042729,0.9779320718917471,80,0
11411,20056,PPP1R3E,ENSG00000235194,0.00023206276819109917,0.9442426388850562,0.9922151050122354,4,0
3281,4479,PRKD3,ENSG00000115825,0.00023035192862153053,0.9187102074979735,0.9910951760208503,4,0
